item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units,Unnamed: 13
Cup Plas Trans Soft 16 OZ,03/14/2017,Paper 4314,50 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins,03/14/2017,Paper 4314,Pack 567,0.00,0.0,0,0,0,0.0,0,0.00,3.05,0.00,0.0000,0.0
Napkins - Case 24 / Pack 284,03/14/2017,Paper 4314,Pack 284,28.00,0.0,0,0,0,0.0,0,21.50,1.43,30.67,6.5000,30.6698
Cup 22oz JJ,03/14/2017,Paper 4314,ea,919.00,1000.0,0,0,0,1000.0,0,"1,420.00",0.04,50.98,499.0000,50.978
Lid 22oz JJ,03/14/2017,Paper 4314,ea,"1,626.00",0.0,0,0,0,0.0,0,"1,188.00",0.01,12.59,438.0000,12.5928
Cup 30oz JJ,03/14/2017,Paper 4314,ea,"1,058.00",0.0,0,0,0,0.0,0,771.00,0.06,46.11,287.0000,46.1058
Lid 30oz JJ,03/14/2017,Paper 4314,ea,964.00,1000.0,0,0,0,1000.0,0,"1,684.00",0.02,30.14,280.0000,30.1436
Bags 8# JJ,03/14/2017,Paper 4314,Box 1000,0.75,1.0,0,0,0,1.0,0,1.00,35.00,35.00,0.7500,35.0
Wrap Sandwich,03/14/2017,Paper 4314,Box 1000,1.40,3.0,0,0,0,3.0,0,2.00,19.57,39.14,2.4000,39.14
8X10 Port Pap.,03/14/2017,Paper 4314,Box 500,12.50,12.0,0,0,0,12.0,0,15.75,2.61,41.04,8.7500,41.0414
Straws,03/14/2017,Paper 4314,Box 300,10.50,0.0,0,0,0,0.0,0,8.25,1.43,11.79,2.2500,11.794399999999998
Pan Liners,03/14/2017,Paper 4314,Box 1000,1.00,0.0,0,0,0,0.0,0,1.00,29.21,29.21,0.0000,29.2131
Mylar,03/14/2017,Paper 4314,roll 5280,0.50,1.0,0,0,0,1.0,0,1.30,57.59,74.87,0.2000,74.8697
Cucumber,03/14/2017,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,03/14/2017,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,03/14/2017,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,03/14/2017,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,03/14/2017,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,03/14/2017,Produce 4315,Head Let,80.00,168.0,0,0,0,168.0,0,87.00,1.57,136.79,161.0000,136.7901
Tomatoes,03/14/2017,Produce 4315,lb,87.00,150.0,0,0,0,150.0,0,57.00,0.98,56.01,180.0000,56.0082
Onions,03/14/2017,Produce 4315,lb,45.00,50.0,0,0,0,50.0,0,48.00,0.47,22.47,47.0000,22.4688
Sprouts,03/14/2017,Produce 4315,lb,5.50,3.0,0,0,0,3.0,0,10.50,10.39,109.14,-2.0000,109.1412
Celery,03/14/2017,Produce 4315,stalk,5.25,9.0,0,0,0,9.0,0,5.75,1.13,6.48,8.5000,6.4791
Cucumbers,03/14/2017,Produce 4315,ea,6.00,24.0,0,0,0,24.0,0,10.00,0.64,6.42,20.0000,6.421
Dr Pepper (20oz Bottle),03/14/2017,Beverage 4316,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Syrup Coke,03/14/2017,Beverage 4316,gal,5.50,0.0,0,0,0,0.0,0,3.00,14.75,44.25,2.5000,44.2473
Syrup Diet Coke,03/14/2017,Beverage 4316,gal,5.50,0.0,0,0,0,0.0,0,3.50,14.78,51.72,2.0000,51.7185
Syrup Sprite,03/14/2017,Beverage 4316,gal,3.00,5.0,0,0,0,5.0,0,7.50,14.76,110.71,0.5000,110.7098
Syrup Lemonade Light,03/14/2017,Beverage 4316,gal,3.50,0.0,0,0,0,0.0,0,2.25,16.01,36.03,1.2500,36.0326
Syrup Mello Yellow,03/14/2017,Beverage 4316,gal,1.75,0.0,0,0,0,0.0,0,0.50,15.42,7.71,1.2500,7.7081
Syrup Dr. Pepper,03/14/2017,Beverage 4316,gal,3.00,5.0,0,0,0,5.0,0,6.00,14.49,86.94,2.0000,86.9412
Syrup Diet Dr Pepper,03/14/2017,Beverage 4316,gal,0.00,0.0,0,0,0,0.0,0,0.00,13.97,0.00,0.0000,0.0
Syrup Cherry Coke,03/14/2017,Beverage 4316,gal,6.50,0.0,0,0,0,0.0,0,4.50,14.78,66.51,2.0000,66.5114
Syrup Powerade,03/14/2017,Beverage 4316,gal,2.75,0.0,0,0,0,0.0,0,1.50,15.41,23.12,1.2500,23.121
Tea Bag Brew Lipton,03/14/2017,Beverage 4316,ea,15.00,24.0,0,0,0,24.0,0,18.00,0.95,17.12,21.0000,17.1234
Water (bottle),03/14/2017,Beverage 4316,bottle,50.00,24.0,0,0,0,24.0,0,37.00,0.28,10.33,37.0000,10.330400000000001
Box - Mini Jimmy 12 CT Sandwich,03/14/2017,Catering 4320,each,37.00,0.0,0,0,0,0.0,0,34.00,0.85,29.04,3.0000,29.0428
Box - Mini Jimmy 24 CT Sandwich,03/14/2017,Catering 4320,each,43.00,0.0,0,0,0,0.0,0,40.00,1.53,61.10,3.0000,61.104
Box w/window - Jimmy 6 pk Cookie,03/14/2017,Catering 4320,each,133.00,0.0,0,0,0,0.0,0,131.00,0.25,33.16,2.0000,33.1561
Paper Bag - Mini Jimmy Sandwich,03/14/2017,Catering 4320,Case 500,1.80,0.0,0,0,0,0.0,0,1.80,15.65,28.17,0.0000,28.17
Pickle Container - clear plastic w/lid & label,03/14/2017,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.19,0.00,0.0000,0.0
Plastic Knives,03/14/2017,Catering 4320,Box 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,03/14/2017,Catering 4320,ea,245.00,0.0,0,0,0,0.0,0,245.00,0.30,73.65,0.0000,73.647
"Tray Cater Cmbo 12"" w / dome lid",03/14/2017,Catering 4320,each,27.00,0.0,0,0,0,0.0,0,26.00,0.79,20.53,1.0000,20.527
"Tray Cater Cmbo 16"" w / dome lid",03/14/2017,Catering 4320,each,31.00,0.0,0,0,0,0.0,0,30.00,1.69,50.66,1.0000,50.658
Party Tray Bags,03/14/2017,Catering 4320,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.79,0.00,0.0000,0.0
French Bread 32 ct,03/21/2017,Bread 4311,ea,500.00,960.0,0,0,0,960.0,0,430.00,0.45,191.48,"1,030.0000",191.479
Wheat,03/21/2017,Bread 4311,ea,47.00,48.0,0,0,0,48.0,0,36.00,1.46,52.58,59.0000,52.5816
Equal Sugar Substitute,03/21/2017,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Avo Fresco,03/21/2017,Food 4312,Case,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Capicola,03/21/2017,Food 4312,lb,16.25,37.6,0,0,0,37.6,0,22.25,3.12,69.44,31.6000,69.4378
Salami,03/21/2017,Food 4312,lb,23.50,35.05,0,0,0,35.05,0,28.50,2.93,83.45,30.0500,83.448
Ham,03/21/2017,Food 4312,lb,89.25,127.45,0,0,0,127.45,0,107.75,2.02,217.28,108.9500,217.2779
Turkey,03/21/2017,Food 4312,lb,134.00,154.4,0,0,0,154.4,0,141.25,2.77,391.25,147.1500,391.2484
Beef,03/21/2017,Food 4312,lb,39.50,50.45,0,0,0,50.45,0,30.50,3.89,118.74,59.4500,118.7365
Bacon,03/21/2017,Food 4312,ea,884.00,1200.0,0,0,0,1200.0,0,828.00,0.21,171.81,"1,256.0000",171.81
Cheese,03/21/2017,Food 4312,lb,62.50,140.0,0,0,0,140.0,0,86.00,2.37,203.82,116.5000,203.82000000000002
Mayonnaise,03/21/2017,Food 4312,gal mayo,46.50,12.0,0,0,0,12.0,0,46.20,8.15,376.46,12.3000,376.4561
Oil,03/21/2017,Food 4312,gal oil,13.25,0.0,0,0,0,0.0,0,12.00,9.09,109.06,1.2500,109.0608
Vinegar,03/21/2017,Food 4312,gal vinegar,12.50,0.0,0,0,0,0.0,0,11.80,4.02,47.43,0.7000,47.433600000000006
Avocado,03/21/2017,Food 4312,avo can,15.00,12.0,0,0,0,12.0,0,16.60,3.21,53.29,10.4000,53.286
Peppers Cherry,03/21/2017,Food 4312,Gal Peppers,20.10,4.0,0,0,0,4.0,0,21.10,6.93,146.18,3.0000,146.1808
Mustard Dijon,03/21/2017,Food 4312,jar dijon,6.50,6.0,0,0,0,6.0,0,10.50,5.24,55.04,2.0000,55.0368
MUSTARD WHL GRAIN ,03/21/2017,Food 4312,32 oz jar,9.25,0.0,0,0,0,0.0,0,8.30,5.84,48.50,0.9500,48.4952
Soy Sauce,03/21/2017,Food 4312,gal soy,0.50,0.0,0,0,0,0.0,0,0.25,9.34,2.34,0.2500,2.335
Tuna Chunk - pouch,03/21/2017,Food 4312,Pouch tuna (48oz),4.50,6.0,0,0,0,6.0,0,2.40,8.22,19.73,8.1000,19.7321
Pam Spray,03/21/2017,Food 4312,ea,5.00,0.0,0,0,0,0.0,0,4.00,2.60,10.39,1.0000,10.3924
Oregano,03/21/2017,Food 4312,cont oregano,0.85,0.0,0,0,0,0.0,0,0.75,20.60,15.45,0.1000,15.447500000000002
Basil,03/21/2017,Food 4312,cont basil,0.85,0.0,0,0,0,0.0,0,0.75,21.82,16.36,0.1000,16.3641
Sugar,03/21/2017,Food 4312,lb,15.00,0.0,0,0,0,0.0,0,5.00,0.58,2.92,10.0000,2.9185
Mayo Packets,03/21/2017,Food 4312,Box 204,1.20,1.0,0,0,0,1.0,0,1.30,17.79,23.13,0.9000,23.127
Mustard Packets,03/21/2017,Food 4312,Box 500,1.75,0.0,0,0,0,0.0,0,1.60,5.88,9.41,0.1500,9.408
Sweet n Low Packets,03/21/2017,Food 4312,Case  3000,0.00,0.0,0,0,0,0.0,0,0.00,18.45,0.00,0.0000,0.0
Pickles,03/21/2017,Sides 4313,ea,121.00,144.0,0,0,0,144.0,0,104.00,0.35,36.02,161.0000,36.0152
Chip JJ Reg ,03/21/2017,Sides 4313,ea,138.00,180.0,0,0,0,180.0,0,159.00,0.33,52.52,159.0000,52.5177
Chip JJ BBQ ,03/21/2017,Sides 4313,ea,259.00,240.0,0,0,0,240.0,0,232.00,0.33,76.68,267.0000,76.676
Chip JJ Jalapeno ,03/21/2017,Sides 4313,ea,161.00,240.0,0,0,0,240.0,0,164.00,0.33,54.20,237.0000,54.202000000000005
Chip JJ S&V ,03/21/2017,Sides 4313,ea,185.00,180.0,0,0,0,180.0,0,158.00,0.33,52.20,207.0000,52.2032
Chip JJ Skinny ,03/21/2017,Sides 4313,ea,125.00,60.0,0,0,0,60.0,0,107.00,0.39,41.92,78.0000,41.9226
Cookie Oatmeal Raisin,03/21/2017,Sides 4313,ea,69.00,56.0,0,0,0,56.0,0,58.00,0.46,26.88,67.0000,26.8772
Cookie JJ Triple Choc Chip,03/21/2017,Sides 4313,ea,300.00,112.0,0,0,0,112.0,0,138.00,0.56,77.78,274.0000,77.7768
Sysco Cup Foam Tall 12 oz,03/21/2017,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 12oz Trans Soft - Paper Cat,03/21/2017,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,03/21/2017,Paper 4314,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Cup Plas Trans Soft 16 OZ,03/21/2017,Paper 4314,50 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins,03/21/2017,Paper 4314,Pack 567,0.00,0.0,0,0,0,0.0,0,0.00,3.05,0.00,0.0000,0.0
Napkins - Case 24 / Pack 284,03/21/2017,Paper 4314,Pack 284,21.50,0.0,0,0,0,0.0,0,14.25,1.43,20.33,7.2500,20.3276
Cup 22oz JJ,03/21/2017,Paper 4314,ea,"1,420.00",0.0,0,0,0,0.0,0,878.00,0.04,31.52,542.0000,31.520200000000003
Lid 22oz JJ,03/21/2017,Paper 4314,ea,"1,188.00",1000.0,0,0,0,1000.0,0,"1,746.00",0.01,18.51,442.0000,18.5076
Cup 30oz JJ,03/21/2017,Paper 4314,ea,771.00,750.0,0,0,0,750.0,0,"1,217.00",0.06,72.78,304.0000,72.7766
Lid 30oz JJ,03/21/2017,Paper 4314,ea,"1,684.00",0.0,0,0,0,0.0,0,"1,405.00",0.02,25.15,279.0000,25.1495
Bags 8# JJ,03/21/2017,Paper 4314,Box 1000,1.00,0.0,0,0,0,0.0,0,0.30,35.00,10.50,0.7000,10.5
Wrap Sandwich,03/21/2017,Paper 4314,Box 1000,2.00,3.0,0,0,0,3.0,0,2.60,19.57,50.88,2.4000,50.882
8X10 Port Pap.,03/21/2017,Paper 4314,Box 500,15.75,0.0,0,0,0,0.0,0,6.75,2.61,17.59,9.0000,17.5892
Straws,03/21/2017,Paper 4314,Box 300,8.25,0.0,0,0,0,0.0,0,5.50,1.43,7.86,2.7500,7.862900000000001
Pan Liners,03/21/2017,Paper 4314,Box 1000,1.00,0.0,0,0,0,0.0,0,0.90,29.21,26.29,0.1000,26.2918
Mylar,03/21/2017,Paper 4314,roll 5280,1.30,0.0,0,0,0,0.0,0,1.10,57.59,63.35,0.2000,63.3513
Cucumber,03/21/2017,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,03/21/2017,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,03/21/2017,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,03/21/2017,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,03/21/2017,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,03/21/2017,Produce 4315,Head Let,87.00,120.0,0,0,0,120.0,0,68.00,1.54,104.50,139.0000,104.5024
Tomatoes,03/21/2017,Produce 4315,lb,57.00,200.0,0,0,0,200.0,0,69.00,0.97,67.26,188.0000,67.2612
Onions,03/21/2017,Produce 4315,lb,48.00,50.0,0,0,0,50.0,0,52.00,0.49,25.60,46.0000,25.5996
Sprouts,03/21/2017,Produce 4315,lb,10.50,1.0,0,0,0,1.0,0,5.75,10.51,60.42,5.7500,60.4158
Celery,03/21/2017,Produce 4315,stalk,5.75,9.0,0,0,0,9.0,0,4.40,1.18,5.21,10.3500,5.207000000000001
Cucumbers,03/21/2017,Produce 4315,ea,10.00,24.0,0,0,0,24.0,0,16.00,1.08,17.35,18.0000,17.3536
Dr Pepper (20oz Bottle),03/21/2017,Beverage 4316,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Syrup Coke,03/21/2017,Beverage 4316,gal,3.00,5.0,0,0,0,5.0,0,6.00,14.78,88.65,2.0000,88.653
Syrup Diet Coke,03/21/2017,Beverage 4316,gal,3.50,5.0,0,0,0,5.0,0,7.00,14.79,103.50,1.5000,103.4964
Syrup Sprite,03/21/2017,Beverage 4316,gal,7.50,0.0,0,0,0,0.0,0,6.50,14.76,95.95,1.0000,95.9485
Syrup Lemonade Light,03/21/2017,Beverage 4316,gal,2.25,2.5,0,0,0,2.5,0,3.75,16.03,60.10,1.0000,60.10459999999999
Syrup Mello Yellow,03/21/2017,Beverage 4316,gal,0.50,2.5,0,0,0,2.5,0,2.00,15.42,30.84,1.0000,30.8388
Syrup Dr. Pepper,03/21/2017,Beverage 4316,gal,6.00,5.0,0,0,0,5.0,0,7.50,14.49,108.68,3.5000,108.6759
Syrup Diet Dr Pepper,03/21/2017,Beverage 4316,gal,0.00,0.0,0,0,0,0.0,0,0.00,13.97,0.00,0.0000,0.0
Syrup Cherry Coke,03/21/2017,Beverage 4316,gal,4.50,0.0,0,0,0,0.0,0,2.50,14.78,36.95,2.0000,36.9508
Syrup Powerade,03/21/2017,Beverage 4316,gal,1.50,2.5,0,0,0,2.5,0,2.50,15.42,38.54,1.5000,38.5448
Tea Bag Brew Lipton,03/21/2017,Beverage 4316,ea,18.00,24.0,0,0,0,24.0,0,25.00,0.95,23.78,17.0000,23.7825
Water (bottle),03/21/2017,Beverage 4316,bottle,37.00,48.0,0,0,0,48.0,0,47.00,0.28,13.12,38.0000,13.1224
Box - Mini Jimmy 12 CT Sandwich,03/21/2017,Catering 4320,each,34.00,0.0,0,0,0,0.0,0,33.00,0.85,28.19,1.0000,28.1886
Box - Mini Jimmy 24 CT Sandwich,03/21/2017,Catering 4320,each,40.00,0.0,0,0,0,0.0,0,39.00,1.53,59.58,1.0000,59.5764
Box w/window - Jimmy 6 pk Cookie,03/21/2017,Catering 4320,each,131.00,0.0,0,0,0,0.0,0,130.00,0.25,32.90,1.0000,32.903
Paper Bag - Mini Jimmy Sandwich,03/21/2017,Catering 4320,Case 500,1.80,0.0,0,0,0,0.0,0,1.25,15.65,19.56,0.5500,19.5625
Pickle Container - clear plastic w/lid & label,03/21/2017,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.19,0.00,0.0000,0.0
Plastic Knives,03/21/2017,Catering 4320,Box 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,03/21/2017,Catering 4320,ea,245.00,0.0,0,0,0,0.0,0,241.00,0.30,72.44,4.0000,72.4446
"Tray Cater Cmbo 12"" w / dome lid",03/21/2017,Catering 4320,each,26.00,0.0,0,0,0,0.0,0,24.00,0.79,18.95,2.0000,18.948
"Tray Cater Cmbo 16"" w / dome lid",03/21/2017,Catering 4320,each,30.00,0.0,0,0,0,0.0,0,26.00,1.69,43.90,4.0000,43.9036
Party Tray Bags,03/21/2017,Catering 4320,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.79,0.00,0.0000,0.0
French Bread 32 ct,03/28/2017,Bread 4311,ea,430.00,1024.0,0,0,0,1024.0,0,456.00,0.45,203.06,998.0000,203.0568
Wheat,03/28/2017,Bread 4311,ea,36.00,64.0,0,0,0,64.0,0,45.00,1.46,65.73,55.0000,65.727
Equal Sugar Substitute,03/28/2017,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Avo Fresco,03/28/2017,Food 4312,Case,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Capicola,03/28/2017,Food 4312,lb,22.25,39.4,0,0,0,39.4,0,33.50,3.12,104.55,28.1500,104.5535
Salami,03/28/2017,Food 4312,lb,28.50,35.25,0,0,0,35.25,0,36.25,2.93,106.14,27.5000,106.14
Ham,03/28/2017,Food 4312,lb,107.75,133.35,0,0,0,133.35,0,133.50,2.02,269.16,107.6000,269.1627
Turkey,03/28/2017,Food 4312,lb,141.25,155.95,0,0,0,155.95,0,140.25,2.77,388.23,156.9500,388.226
Beef,03/28/2017,Food 4312,lb,30.50,51.65,15,0,0,66.65,0,28.00,3.89,109.00,69.1500,109.004
Bacon,03/28/2017,Food 4312,ea,828.00,1200.0,0,0,0,1200.0,0,870.00,0.21,180.96,"1,158.0000",180.96
Cheese,03/28/2017,Food 4312,lb,86.00,104.36,0,0,0,104.36,0,77.50,2.37,183.73,112.8600,183.7293
Mayonnaise,03/28/2017,Food 4312,gal mayo,46.20,12.0,0,0,0,12.0,0,46.00,8.15,374.95,12.2000,374.94599999999997
Oil,03/28/2017,Food 4312,gal oil,12.00,0.0,0,0,0,0.0,0,10.75,9.09,97.70,1.2500,97.7003
Vinegar,03/28/2017,Food 4312,gal vinegar,11.80,0.0,0,0,0,0.0,0,10.50,4.02,42.21,1.3000,42.2079
Avocado,03/28/2017,Food 4312,avo can,16.60,12.0,0,0,0,12.0,0,28.90,3.21,92.77,-0.3000,92.769
Peppers Cherry,03/28/2017,Food 4312,Gal Peppers,21.10,4.0,0,0,0,4.0,0,22.00,6.93,152.38,3.1000,152.3764
Mustard Dijon,03/28/2017,Food 4312,jar dijon,10.50,0.0,0,0,0,0.0,0,8.40,5.24,44.03,2.1000,44.0294
MUSTARD WHL GRAIN ,03/28/2017,Food 4312,32 oz jar,8.30,0.0,0,0,0,0.0,0,7.30,5.84,42.65,1.0000,42.6524
Soy Sauce,03/28/2017,Food 4312,gal soy,0.25,0.0,0,0,0,0.0,0,1.00,9.34,9.34,-0.7500,9.3401
Tuna Chunk - pouch,03/28/2017,Food 4312,Pouch tuna (48oz),2.40,6.0,1,0,0,7.0,0,2.10,8.22,17.27,7.3000,17.2656
Pam Spray,03/28/2017,Food 4312,ea,4.00,0.0,0,0,0,0.0,0,3.00,2.60,7.79,1.0000,7.7943
Oregano,03/28/2017,Food 4312,cont oregano,0.75,0.0,0,0,0,0.0,0,0.65,20.60,13.39,0.1000,13.3878
Basil,03/28/2017,Food 4312,cont basil,0.75,0.0,0,0,0,0.0,0,0.65,21.82,14.18,0.1000,14.182199999999998
Sugar,03/28/2017,Food 4312,lb,5.00,0.0,0,0,0,0.0,0,10.00,0.58,5.84,-5.0000,5.837
Mayo Packets,03/28/2017,Food 4312,Box 204,1.30,1.0,0,0,0,1.0,0,1.00,17.79,17.79,1.3000,17.79
Mustard Packets,03/28/2017,Food 4312,Box 500,1.60,0.0,0,0,0,0.0,0,1.00,5.88,5.88,0.6000,5.88
Sweet n Low Packets,03/28/2017,Food 4312,Case  3000,0.00,0.0,0,0,0,0.0,0,0.00,18.45,0.00,0.0000,0.0
Pickles,03/28/2017,Sides 4313,ea,104.00,144.0,0,0,0,144.0,0,93.00,0.35,32.21,155.0000,32.2059
Chip JJ Reg ,03/28/2017,Sides 4313,ea,159.00,180.0,0,0,0,180.0,0,150.00,0.33,49.55,189.0000,49.54500000000001
Chip JJ BBQ ,03/28/2017,Sides 4313,ea,232.00,240.0,0,0,0,240.0,0,185.00,0.33,61.12,287.0000,61.124
Chip JJ Jalapeno ,03/28/2017,Sides 4313,ea,164.00,240.0,0,0,0,240.0,0,185.00,0.33,61.12,219.0000,61.124
Chip JJ S&V ,03/28/2017,Sides 4313,ea,158.00,180.0,0,0,0,180.0,0,144.00,0.33,47.58,194.0000,47.5776
Chip JJ Skinny ,03/28/2017,Sides 4313,ea,107.00,60.0,0,0,0,60.0,0,92.00,0.39,36.05,75.0000,36.0456
Cookie Oatmeal Raisin,03/28/2017,Sides 4313,ea,58.00,56.0,0,0,0,56.0,0,49.00,0.46,22.71,65.0000,22.7066
Cookie JJ Triple Choc Chip,03/28/2017,Sides 4313,ea,138.00,112.0,0,0,0,112.0,0,72.00,0.56,40.58,178.0000,40.5792
Sysco Cup Foam Tall 12 oz,03/28/2017,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 12oz Trans Soft - Paper Cat,03/28/2017,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,03/28/2017,Paper 4314,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Cup Plas Trans Soft 16 OZ,03/28/2017,Paper 4314,50 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins,03/28/2017,Paper 4314,Pack 567,0.00,0.0,0,0,0,0.0,0,0.00,3.05,0.00,0.0000,0.0
Napkins - Case 24 / Pack 284,03/28/2017,Paper 4314,Pack 284,14.25,0.0,0,0,0,0.0,0,7.00,1.43,9.99,7.2500,9.9855
Cup 22oz JJ,03/28/2017,Paper 4314,ea,878.00,1000.0,0,0,0,1000.0,0,"1,358.00",0.04,48.75,520.0000,48.7522
Lid 22oz JJ,03/28/2017,Paper 4314,ea,"1,746.00",0.0,0,0,0,0.0,0,"1,288.00",0.01,13.65,458.0000,13.652800000000001
Cup 30oz JJ,03/28/2017,Paper 4314,ea,"1,217.00",0.0,0,0,0,0.0,0,934.00,0.06,55.85,283.0000,55.8532
Lid 30oz JJ,03/28/2017,Paper 4314,ea,"1,405.00",0.0,0,0,0,0.0,0,"1,125.00",0.02,20.14,280.0000,20.1375
Bags 8# JJ,03/28/2017,Paper 4314,Box 1000,0.30,1.0,0,0,0,1.0,0,0.50,35.00,17.50,0.8000,17.5
Wrap Sandwich,03/28/2017,Paper 4314,Box 1000,2.60,3.0,0,0,0,3.0,0,3.40,19.57,66.54,2.2000,66.538
8X10 Port Pap.,03/28/2017,Paper 4314,Box 500,6.75,12.0,0,0,0,12.0,0,10.50,2.61,27.36,8.2500,27.360899999999997
Straws,03/28/2017,Paper 4314,Box 300,5.50,24.0,0,0,0,24.0,0,27.50,1.57,43.21,2.0000,43.2119
Pan Liners,03/28/2017,Paper 4314,Box 1000,0.90,0.0,0,0,0,0.0,0,0.90,29.21,26.29,0.0000,26.2918
Mylar,03/28/2017,Paper 4314,roll 5280,1.10,0.0,0,0,0,0.0,0,0.80,57.59,46.07,0.3000,46.0737
Cucumber,03/28/2017,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,03/28/2017,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,03/28/2017,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,03/28/2017,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,03/28/2017,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,03/28/2017,Produce 4315,Head Let,68.00,144.0,0,0,0,144.0,0,42.00,1.53,64.32,170.0000,64.323
Tomatoes,03/28/2017,Produce 4315,lb,69.00,175.0,0,0,0,175.0,0,60.00,0.97,58.12,184.0000,58.122
Onions,03/28/2017,Produce 4315,lb,52.00,0.0,0,0,0,0.0,0,7.00,0.49,3.45,45.0000,3.4461
Sprouts,03/28/2017,Produce 4315,lb,5.75,2.0,0,0,0,2.0,0,6.00,10.77,64.63,1.7500,64.6332
Celery,03/28/2017,Produce 4315,stalk,4.40,12.0,0,0,0,12.0,0,7.10,1.24,8.81,9.3000,8.8146
Cucumbers,03/28/2017,Produce 4315,ea,16.00,24.0,0,0,0,24.0,0,21.00,1.08,22.78,19.0000,22.776600000000002
Dr Pepper (20oz Bottle),03/28/2017,Beverage 4316,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Syrup Coke,03/28/2017,Beverage 4316,gal,6.00,0.0,0,0,0,0.0,0,3.50,14.78,51.71,2.5000,51.7143
Syrup Diet Coke,03/28/2017,Beverage 4316,gal,7.00,0.0,0,0,0,0.0,0,4.50,14.79,66.53,2.5000,66.5334
Syrup Sprite,03/28/2017,Beverage 4316,gal,6.50,0.0,0,0,0,0.0,0,5.00,14.76,73.81,1.5000,73.8065
Syrup Lemonade Light,03/28/2017,Beverage 4316,gal,3.75,0.0,0,0,0,0.0,0,2.50,16.03,40.07,1.2500,40.0698
Syrup Mello Yellow,03/28/2017,Beverage 4316,gal,2.00,0.0,0,0,0,0.0,0,1.25,15.42,19.27,0.7500,19.2743
Syrup Dr. Pepper,03/28/2017,Beverage 4316,gal,7.50,0.0,0,0,0,0.0,0,4.00,14.49,57.96,3.5000,57.9604
Syrup Diet Dr Pepper,03/28/2017,Beverage 4316,gal,0.00,0.0,0,0,0,0.0,0,0.00,13.97,0.00,0.0000,0.0
Syrup Cherry Coke,03/28/2017,Beverage 4316,gal,2.50,5.0,0,0,0,5.0,0,5.50,14.79,81.33,2.0000,81.3274
Syrup Powerade,03/28/2017,Beverage 4316,gal,2.50,0.0,0,0,0,0.0,0,1.25,15.42,19.27,1.2500,19.2724
