item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units,Unnamed: 13
Lid 30oz JJ,02/12/2019,Paper 4314,ea,"1,192.00",0.0,0,0,0,0.0,0,972.00,0.00,2.04,220.0000,2.0412
Bags 8# JJ,02/12/2019,Paper 4314,Box 1000,0.75,1.0,0,0,0,1.0,0,1.10,29.90,32.89,0.6500,32.89
Wrap Sandwich,02/12/2019,Paper 4314,Box 1000,2.00,3.0,0,0,0,3.0,0,5.00,20.12,100.58,0.0000,100.58350000000002
8X10 Port Pap. (WRAP PAPER DRY WAX),02/12/2019,Paper 4314,Box 500,14.00,12.0,0,0,0,12.0,0,18.00,2.64,47.58,8.0000,47.5794
Straws,02/12/2019,Paper 4314,Box 300,0.00,0.0,0,0,0,0.0,0,0.00,1.64,0.00,0.0000,0.0
Straws_new (Box 300),02/12/2019,Paper 4314,Box 300,17.00,0.0,0,0,0,0.0,0,14.00,1.50,20.96,3.0000,20.9608
Pan Liners,02/12/2019,Paper 4314,Box 1000,0.15,1.0,0,0,0,1.0,0,1.10,30.80,33.88,0.0500,33.88
Mylar (Film PVC roll),02/12/2019,Paper 4314,roll 5280,0.25,1.0,0,0,0,1.0,0,1.10,49.52,54.48,0.1500,54.4774
Cucumber,02/12/2019,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,02/12/2019,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,02/12/2019,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,02/12/2019,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,02/12/2019,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,02/12/2019,Produce 4315,Head Let,107.00,144.0,0,0,0,144.0,0,101.00,0.75,75.75,150.0000,75.75
Tomatoes,02/12/2019,Produce 4315,lb,113.00,125.0,0,0,0,125.0,0,86.00,0.68,58.48,152.0000,58.48
Onions (Yellow Jumbo),02/12/2019,Produce 4315,lb,55.00,0.0,0,0,0,0.0,0,13.00,0.36,4.68,42.0000,4.68
Sprouts,02/12/2019,Produce 4315,lb,1.00,2.0,0,0,0,2.0,0,0.00,5.98,0.00,3.0000,0.0
Celery,02/12/2019,Produce 4315,stalk,6.00,0.0,0,0,0,0.0,0,2.00,1.71,3.43,4.0000,3.4284
Cucumbers,02/12/2019,Produce 4315,ea,28.00,0.0,0,0,0,0.0,0,20.00,0.77,15.40,8.0000,15.402000000000001
Syrup Coke,02/12/2019,Beverage 4316,gal,4.00,0.0,0,0,0,0.0,0,2.50,16.06,40.15,1.5000,40.15
Syrup Diet Coke,02/12/2019,Beverage 4316,gal,5.00,5.0,0,0,0,5.0,0,7.50,16.00,119.99,2.5000,119.9873
Syrup Sprite,02/12/2019,Beverage 4316,gal,5.50,0.0,0,0,0,0.0,0,5.10,15.74,80.27,0.4000,80.2725
Syrup Lemonade Light,02/12/2019,Beverage 4316,gal,3.00,0.0,0,0,0,0.0,0,2.00,14.02,28.05,1.0000,28.046
Syrup Mello Yellow,02/12/2019,Beverage 4316,gal,3.50,0.0,0,0,0,0.0,0,3.00,16.41,49.24,0.5000,49.2387
Syrup Dr. Pepper,02/12/2019,Beverage 4316,gal,3.50,5.0,0,0,0,5.0,0,5.10,15.73,80.21,3.4000,80.2123
Syrup Diet Dr Pepper,02/12/2019,Beverage 4316,gal,0.00,0.0,0,0,0,0.0,0,0.00,13.97,0.00,0.0000,0.0
Syrup Cherry Coke,02/12/2019,Beverage 4316,gal,4.00,0.0,0,0,0,0.0,0,0.50,15.41,7.70,3.5000,7.7027
Syrup Powerade,02/12/2019,Beverage 4316,gal,3.00,0.0,0,0,0,0.0,0,3.00,16.01,48.04,0.0000,48.0444
Tea Bag Brew Lipton,02/12/2019,Beverage 4316,ea,28.00,0.0,0,0,0,0.0,0,10.00,0.95,9.51,18.0000,9.512
Water (bottle),02/12/2019,Beverage 4316,bottle,52.00,48.0,0,0,0,48.0,0,60.00,0.28,16.75,40.0000,16.752
Box - Mini Jimmy 12 CT Sandwich,02/12/2019,Catering 4320,each,16.00,0.0,0,0,0,0.0,0,14.00,0.91,12.77,2.0000,12.7722
Box - Mini Jimmy 24 CT Sandwich,02/12/2019,Catering 4320,each,23.00,0.0,0,0,0,0.0,0,22.00,1.61,35.33,1.0000,35.3342
Box w/window - Jimmy 6 pk Cookie,02/12/2019,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.25,0.00,0.0000,0.0
Paper Bag - Mini Jimmy Sandwich,02/12/2019,Catering 4320,Case 500,0.50,0.0,0,0,0,0.0,0,0.50,16.10,8.05,0.0000,8.05
Pickle Container - clear plastic w/lid & label,02/12/2019,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.19,0.00,0.0000,0.0
Plastic Knives,02/12/2019,Catering 4320,Box 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,02/12/2019,Catering 4320,ea,69.00,0.0,0,0,0,0.0,0,52.00,0.31,16.18,17.0000,16.1824
"Tray Cater Cmbo 12"" w / dome lid",02/12/2019,Catering 4320,each,23.00,0.0,0,0,0,0.0,0,21.00,0.82,17.12,2.0000,17.1213
"Tray Cater Cmbo 16"" w / dome lid",02/12/2019,Catering 4320,each,13.00,25.0,0,0,0,25.0,0,23.00,1.71,39.37,15.0000,39.3668
Party Tray Bags,02/12/2019,Catering 4320,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.79,0.00,0.0000,0.0
Wilcopy Paper Copy 20# 92BRT 8-1/2x11,02/12/2019,Office Supplies 5230,Case 5000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
French Bread 32 ct,02/19/2019,Bread 4311,ea,554.00,800.0,0,0,0,800.0,0,523.00,0.44,229.96,831.0000,229.9631
Wheat Sub -  9 Grain Roll,02/19/2019,Bread 4311,ea,136.00,96.0,0,0,0,96.0,0,150.00,0.57,85.13,82.0000,85.125
Wheat,02/19/2019,Bread 4311,ea,33.00,32.0,0,0,0,32.0,0,37.00,1.45,53.49,28.0000,53.4872
Buttermilk (0.5 gal),02/19/2019,Food 4312,0.5 gal,0.00,3.0,0,0,0,3.0,0,0.00,3.00,0.00,3.0000,0.0
Buttermilk (0.5 gal),02/19/2019,Food 4312,Quart,0.00,0.0,0,0,0,0.0,0,0.00,1.60,0.00,0.0000,0.0
Equal Sugar Substitute,02/19/2019,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Kickin Ranch Dressing Mix,02/19/2019,Food 4312,Container 3.2oz,0.00,18.0,0,0,0,18.0,0,16.00,1.42,22.65,2.0000,22.6496
Pepper Jalapeno Slices,02/19/2019,Food 4312,gal,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Ranch portioned  ,02/19/2019,Food 4312,Cup,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Ranch prepped ,02/19/2019,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
SPICE GARLIC SALT W/PARSLEY  ,02/19/2019,Food 4312,ea,1.10,0.0,0,0,0,0.0,0,1.00,8.35,8.35,0.1000,8.35
Avo Fresco,02/19/2019,Food 4312,Case,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Capicola,02/19/2019,Food 4312,lb,45.60,0.0,0,0,0,0.0,0,18.00,3.14,56.56,27.6000,56.556
Salami,02/19/2019,Food 4312,lb,2.00,70.35,6,0,0,76.35,0,53.00,2.82,149.46,25.3500,149.46
Ham,02/19/2019,Food 4312,lb,71.50,86.9,0,0,0,86.9,0,55.50,1.86,102.95,102.9000,102.9525
Turkey,02/19/2019,Food 4312,lb,52.50,134.9,0,0,0,134.9,0,64.00,2.76,176.38,123.4000,176.384
Beef,02/19/2019,Food 4312,lb,59.35,33.45,0,0,0,33.45,0,42.00,4.15,174.11,50.8000,174.11100000000002
BACON - SLI APPLWD SMKD CKD,02/19/2019,Food 4312,ea,491.00,1200.0,0,0,0,1200.0,0,922.00,0.24,217.41,769.0000,217.4076
Cheese,02/19/2019,Food 4312,lb,58.00,104.72,0,0,0,104.72,0,51.50,2.16,111.14,111.2200,111.137
Mayonnaise,02/19/2019,Food 4312,gal mayo,52.00,8.0,0,0,0,8.0,0,50.00,8.16,408.00,10.0000,407.995
Oil,02/19/2019,Food 4312,gal oil,13.00,0.0,0,0,0,0.0,0,11.00,8.84,97.19,2.0000,97.18609999999998
Vinegar,02/19/2019,Food 4312,gal vinegar,10.00,0.0,0,0,0,0.0,0,9.00,3.89,34.97,1.0000,34.9659
Avocado,02/19/2019,Food 4312,avo can,5.00,24.0,0,0,0,24.0,0,17.00,3.26,55.34,12.0000,55.335
Peppers Cherry,02/19/2019,Food 4312,Gal Peppers,27.00,4.0,0,0,0,4.0,0,27.00,7.01,189.33,4.0000,189.3348
Mustard Dijon,02/19/2019,Food 4312,jar dijon,8.00,0.0,0,0,0,0.0,0,10.00,5.24,52.38,-2.0000,52.382
MUSTARD WHL GRAIN ,02/19/2019,Food 4312,32 oz jar,8.00,0.0,0,0,0,0.0,0,8.00,5.84,46.71,0.0000,46.7072
Soy Sauce,02/19/2019,Food 4312,gal soy,1.10,0.0,0,0,0,0.0,0,1.00,10.58,10.58,0.1000,10.58
Tuna Chunk - pouch,02/19/2019,Food 4312,Pouch tuna (48oz),10.00,0.0,0,0,0,0.0,0,4.00,8.49,33.96,6.0000,33.96
Pan Spray,02/19/2019,Food 4312,ea,2.00,0.0,0,0,0,0.0,0,3.00,2.78,8.34,-1.0000,8.3439
Oregano,02/19/2019,Food 4312,cont oregano,1.00,0.0,0,0,0,0.0,0,1.50,25.77,38.66,-0.5000,38.661
Basil,02/19/2019,Food 4312,cont basil,1.00,0.0,0,0,0,0.0,0,1.50,6.05,9.07,-0.5000,9.0728
Sugar,02/19/2019,Food 4312,lb,30.00,0.0,0,0,0,0.0,0,19.00,0.64,12.24,11.0000,12.2436
Mayo Packets,02/19/2019,Food 4312,Box 204,1.00,1.0,0,0,0,1.0,0,0.75,17.79,13.34,1.2500,13.3425
Mustard Packets,02/19/2019,Food 4312,Box 500,1.00,0.0,0,0,0,0.0,0,0.75,5.88,4.41,0.2500,4.41
Sweet n Low Packets,02/19/2019,Food 4312,Case  3000,0.00,0.0,0,0,0,0.0,0,0.00,18.45,0.00,0.0000,0.0
Pickles,02/19/2019,Sides 4313,ea,263.00,144.0,0,0,0,144.0,0,246.00,0.35,85.49,161.0000,85.485
Chip JJ Reg ,02/19/2019,Sides 4313,ea,245.00,120.0,0,0,0,120.0,0,222.00,0.35,78.19,143.0000,78.1884
Chip JJ BBQ ,02/19/2019,Sides 4313,ea,190.00,240.0,0,0,0,240.0,0,150.00,0.35,52.83,280.0000,52.830000000000005
Chip JJ Jalapeno ,02/19/2019,Sides 4313,ea,283.00,180.0,0,0,0,180.0,0,272.00,0.35,95.80,191.0000,95.7984
Chip JJ S&V ,02/19/2019,Sides 4313,ea,178.00,180.0,0,0,0,180.0,0,164.00,0.35,57.74,194.0000,57.74439999999999
Chip JJ Skinny ,02/19/2019,Sides 4313,ea,155.00,60.0,0,0,0,60.0,0,125.00,0.42,52.06,90.0000,52.0625
Cookie Oatmeal Raisin,02/19/2019,Sides 4313,ea,137.00,56.0,0,0,0,56.0,0,116.00,0.46,53.75,77.0000,53.7544
Cookie JJ Triple Choc Chip,02/19/2019,Sides 4313,ea,96.00,112.0,0,0,0,112.0,0,25.00,0.56,14.09,183.0000,14.09
CUP PLAS PRTN CLR 2 OZ  ,02/19/2019,Paper 4314,250 CT,0.00,0.0,0,0,0,0.0,0,0.00,6.93,0.00,0.0000,0.0
LID PLAS MED PRTN 2 OZ,02/19/2019,Paper 4314,125 CT,0.00,0.0,0,0,0,0.0,0,0.00,0.83,0.00,0.0000,0.0
Sysco Cup Foam Tall 12 oz,02/19/2019,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 14oz Trans Soft - Paper Cat,02/19/2019,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS PRTN (Translucent 2 Oz),02/19/2019,Paper 4314,200 CT,12.00,0.0,0,0,0,0.0,0,10.50,1.88,19.74,1.5000,19.74
CUP PLAS TRANS 12 OZ - Paper Cat,02/19/2019,Paper 4314,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Cup Plas Trans Soft 12 OZ,02/19/2019,Paper 4314,50 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins (Case 12),02/19/2019,Paper 4314,Pack 567,6.00,0.0,0,0,0,0.0,0,10.00,3.05,30.50,-4.0000,30.5
Napkins - Case 24 / Pack 284,02/19/2019,Paper 4314,Pack 284,0.00,24.0,0,0,0,24.0,0,0.00,1.43,0.00,24.0000,0.0
LID PLAS CLR F/1.5-2.5 OZ PRTN,02/19/2019,Paper 4314,100 CT,21.00,0.0,0,0,0,0.0,0,20.50,0.85,17.32,0.5000,17.3225
Cup 22oz JJ,02/19/2019,Paper 4314,ea,790.00,1000.0,0,0,0,1000.0,0,"1,340.00",0.04,50.65,450.0000,50.652
Lid 22oz JJ,02/19/2019,Paper 4314,ea,"1,480.00",1000.0,0,0,0,1000.0,0,"1,972.00",0.01,21.30,508.0000,21.2976
Cup 30oz JJ,02/19/2019,Paper 4314,ea,980.00,0.0,0,0,0,0.0,0,740.00,0.06,46.55,240.0000,46.546
Lid 30oz JJ,02/19/2019,Paper 4314,ea,972.00,0.0,0,0,0,0.0,0,669.00,0.00,1.40,303.0000,1.4048999999999998
Bags 8# JJ,02/19/2019,Paper 4314,Box 1000,1.10,0.0,0,0,0,0.0,0,0.50,29.90,14.95,0.6000,14.95
Wrap Sandwich,02/19/2019,Paper 4314,Box 1000,5.00,0.0,0,0,0,0.0,0,3.50,20.12,70.41,1.5000,70.4085
8X10 Port Pap. (WRAP PAPER DRY WAX),02/19/2019,Paper 4314,Box 500,18.00,0.0,0,0,0,0.0,0,9.00,2.64,23.79,9.0000,23.7897
Straws,02/19/2019,Paper 4314,Box 300,0.00,0.0,0,0,0,0.0,0,0.00,1.64,0.00,0.0000,0.0
Straws_new (Box 300),02/19/2019,Paper 4314,Box 300,14.00,0.0,0,0,0,0.0,0,13.00,1.50,19.46,1.0000,19.4636
Pan Liners,02/19/2019,Paper 4314,Box 1000,1.10,0.0,0,0,0,0.0,0,1.50,30.80,46.20,-0.4000,46.2
Mylar (Film PVC roll),02/19/2019,Paper 4314,roll 5280,1.10,0.0,0,0,0,0.0,0,1.00,49.52,49.52,0.1000,49.5249
Cucumber,02/19/2019,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,02/19/2019,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,02/19/2019,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,02/19/2019,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,02/19/2019,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,02/19/2019,Produce 4315,Head Let,101.00,144.0,0,0,0,144.0,0,116.00,0.69,79.75,129.0000,79.75
Tomatoes,02/19/2019,Produce 4315,lb,86.00,200.0,0,0,0,200.0,0,124.00,0.62,76.40,162.0000,76.3964
Onions (Yellow Jumbo),02/19/2019,Produce 4315,lb,13.00,50.0,0,0,0,50.0,0,32.00,0.34,10.88,31.0000,10.88
Sprouts,02/19/2019,Produce 4315,lb,0.00,2.0,1,0,0,3.0,0,0.50,6.00,3.00,2.5000,3.0
Celery,02/19/2019,Produce 4315,stalk,2.00,30.0,0,0,0,30.0,0,22.00,1.58,34.84,10.0000,34.837
Cucumbers,02/19/2019,Produce 4315,ea,20.00,25.0,0,0,0,25.0,0,26.00,0.63,16.42,19.0000,16.4242
Syrup Coke,02/19/2019,Beverage 4316,gal,2.50,5.0,0,0,0,5.0,0,5.00,16.06,80.30,2.5000,80.3
Syrup Diet Coke,02/19/2019,Beverage 4316,gal,7.50,0.0,0,0,0,0.0,0,5.00,16.00,79.99,2.5000,79.9915
Syrup Sprite,02/19/2019,Beverage 4316,gal,5.10,0.0,0,0,0,0.0,0,5.00,15.74,78.70,0.1000,78.6985
Syrup Lemonade Light,02/19/2019,Beverage 4316,gal,2.00,2.5,0,0,0,2.5,0,4.00,15.90,63.60,0.5000,63.5964
Syrup Mello Yellow,02/19/2019,Beverage 4316,gal,3.00,0.0,0,0,0,0.0,0,2.50,16.41,41.03,0.5000,41.0323
Syrup Dr. Pepper,02/19/2019,Beverage 4316,gal,5.10,0.0,0,0,0,0.0,0,1.75,15.73,27.52,3.3500,27.5238
Syrup Diet Dr Pepper,02/19/2019,Beverage 4316,gal,0.00,0.0,0,0,0,0.0,0,0.00,13.97,0.00,0.0000,0.0
Syrup Cherry Coke,02/19/2019,Beverage 4316,gal,0.50,5.0,0,0,0,5.0,0,5.00,16.01,80.07,0.5000,80.073
Syrup Powerade,02/19/2019,Beverage 4316,gal,3.00,0.0,0,0,0,0.0,0,2.50,16.01,40.04,0.5000,40.037000000000006
Tea Bag Brew Lipton,02/19/2019,Beverage 4316,ea,10.00,24.0,0,0,0,24.0,0,22.00,0.95,20.93,12.0000,20.9264
Water (bottle),02/19/2019,Beverage 4316,bottle,60.00,24.0,0,0,0,24.0,0,40.00,0.28,11.17,44.0000,11.168
Box - Mini Jimmy 12 CT Sandwich,02/19/2019,Catering 4320,each,14.00,0.0,0,0,0,0.0,0,14.00,0.91,12.77,0.0000,12.7722
Box - Mini Jimmy 24 CT Sandwich,02/19/2019,Catering 4320,each,22.00,0.0,0,0,0,0.0,0,20.00,1.61,32.12,2.0000,32.122
Box w/window - Jimmy 6 pk Cookie,02/19/2019,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.25,0.00,0.0000,0.0
Paper Bag - Mini Jimmy Sandwich,02/19/2019,Catering 4320,Case 500,0.50,1.0,0,0,0,1.0,0,1.50,16.55,24.83,0.0000,24.825
Pickle Container - clear plastic w/lid & label,02/19/2019,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.19,0.00,0.0000,0.0
Plastic Knives,02/19/2019,Catering 4320,Box 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,02/19/2019,Catering 4320,ea,52.00,0.0,25,0,0,25.0,0,11.00,0.33,3.66,66.0000,3.6564000000000005
"Tray Cater Cmbo 12"" w / dome lid",02/19/2019,Catering 4320,each,21.00,0.0,0,0,0,0.0,0,15.00,0.82,12.23,6.0000,12.2295
"Tray Cater Cmbo 16"" w / dome lid",02/19/2019,Catering 4320,each,23.00,0.0,0,0,0,0.0,0,21.00,1.71,35.94,2.0000,35.9436
Party Tray Bags,02/19/2019,Catering 4320,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.79,0.00,0.0000,0.0
Wilcopy Paper Copy 20# 92BRT 8-1/2x11,02/19/2019,Office Supplies 5230,Case 5000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
French Bread 32 ct,02/26/2019,Bread 4311,ea,523.00,896.0,0,0,0,896.0,0,583.00,0.44,256.35,836.0000,256.3451
Wheat Sub -  9 Grain Roll,02/26/2019,Bread 4311,ea,150.00,96.0,0,0,0,96.0,0,151.00,0.57,85.69,95.0000,85.6925
Wheat,02/26/2019,Bread 4311,ea,37.00,32.0,0,0,0,32.0,0,37.00,1.45,53.49,32.0000,53.4872
Buttermilk (0.5 gal),02/26/2019,Food 4312,0.5 gal,0.00,3.0,0,0,0,3.0,0,0.00,3.00,0.00,3.0000,0.0
Buttermilk (0.5 gal),02/26/2019,Food 4312,Quart,0.00,0.0,0,0,0,0.0,0,0.00,1.60,0.00,0.0000,0.0
Equal Sugar Substitute,02/26/2019,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Kickin Ranch Dressing Mix,02/26/2019,Food 4312,Container 3.2oz,16.00,0.0,0,0,0,0.0,0,13.00,1.42,18.40,3.0000,18.4028
Pepper Jalapeno Slices,02/26/2019,Food 4312,gal,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Ranch portioned  ,02/26/2019,Food 4312,Cup,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Ranch prepped ,02/26/2019,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
SPICE GARLIC SALT W/PARSLEY  ,02/26/2019,Food 4312,ea,1.00,0.0,0,0,0,0.0,0,1.00,8.35,8.35,0.0000,8.35
Avo Fresco,02/26/2019,Food 4312,Case,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Capicola,02/26/2019,Food 4312,lb,18.00,39.7,0,0,0,39.7,0,15.00,3.14,47.13,42.7000,47.13
Salami,02/26/2019,Food 4312,lb,53.00,36.05,0,0,0,36.05,0,50.75,2.82,143.12,38.3000,143.115
Ham,02/26/2019,Food 4312,lb,55.50,139.9,0,0,0,139.9,0,72.40,1.85,134.30,123.0000,134.302
Turkey,02/26/2019,Food 4312,lb,64.00,148.75,0,0,0,148.75,0,64.50,2.76,177.76,148.2500,177.762
Beef,02/26/2019,Food 4312,lb,42.00,59.85,0,0,0,59.85,0,41.00,4.15,169.97,60.8500,169.96550000000002
BACON - SLI APPLWD SMKD CKD,02/26/2019,Food 4312,ea,922.00,1200.0,0,0,0,1200.0,0,"1,200.00",0.24,282.96,922.0000,282.96
Cheese,02/26/2019,Food 4312,lb,51.50,139.9,0,0,0,139.9,0,59.00,2.16,127.32,132.4000,127.32199999999999
Mayonnaise,02/26/2019,Food 4312,gal mayo,50.00,8.0,0,0,0,8.0,0,46.00,8.16,375.36,12.0000,375.3553999999999
Oil,02/26/2019,Food 4312,gal oil,11.00,6.0,0,0,0,6.0,0,16.00,8.97,143.54,1.0000,143.544
Vinegar,02/26/2019,Food 4312,gal vinegar,9.00,0.0,0,0,0,0.0,0,8.00,3.89,31.08,1.0000,31.0808
Avocado,02/26/2019,Food 4312,avo can,17.00,12.0,0,0,0,12.0,0,14.00,3.26,45.57,15.0000,45.57
Peppers Cherry,02/26/2019,Food 4312,Gal Peppers,27.00,4.0,0,0,0,4.0,0,27.00,7.01,189.33,4.0000,189.3348
Mustard Dijon,02/26/2019,Food 4312,jar dijon,10.00,0.0,0,0,0,0.0,0,7.00,5.24,36.67,3.0000,36.6674
MUSTARD WHL GRAIN ,02/26/2019,Food 4312,32 oz jar,8.00,0.0,0,0,0,0.0,0,6.00,5.84,35.03,2.0000,35.0304
Soy Sauce,02/26/2019,Food 4312,gal soy,1.00,0.0,0,0,0,0.0,0,0.80,10.58,8.46,0.2000,8.464
Tuna Chunk - pouch,02/26/2019,Food 4312,Pouch tuna (48oz),4.00,6.0,0,0,0,6.0,0,5.00,8.49,42.45,5.0000,42.45
Pan Spray,02/26/2019,Food 4312,ea,3.00,0.0,0,0,0,0.0,0,3.00,2.78,8.34,0.0000,8.3439
Oregano,02/26/2019,Food 4312,cont oregano,1.50,0.0,0,0,0,0.0,0,1.10,25.77,28.35,0.4000,28.3514
Basil,02/26/2019,Food 4312,cont basil,1.50,0.0,0,0,0,0.0,0,1.10,6.05,6.65,0.4000,6.653400000000001
Sugar,02/26/2019,Food 4312,lb,19.00,25.0,0,0,0,25.0,0,26.00,0.64,16.75,18.0000,16.7544
Mayo Packets,02/26/2019,Food 4312,Box 204,0.75,2.0,0,0,0,2.0,0,1.50,17.79,26.69,1.2500,26.685
Mustard Packets,02/26/2019,Food 4312,Box 500,0.75,1.0,0,0,0,1.0,0,1.50,5.88,8.82,0.2500,8.82
Sweet n Low Packets,02/26/2019,Food 4312,Case  3000,0.00,0.0,0,0,0,0.0,0,0.00,18.45,0.00,0.0000,0.0
Pickles,02/26/2019,Sides 4313,ea,246.00,144.0,0,0,0,144.0,0,249.00,0.35,86.53,141.0000,86.5275
Chip JJ Reg ,02/26/2019,Sides 4313,ea,222.00,120.0,0,0,0,120.0,0,203.00,0.35,71.50,139.0000,71.4966
Chip JJ BBQ ,02/26/2019,Sides 4313,ea,150.00,240.0,0,0,0,240.0,0,123.00,0.35,43.32,267.0000,43.3206
Chip JJ Jalapeno ,02/26/2019,Sides 4313,ea,272.00,180.0,0,0,0,180.0,0,245.00,0.35,86.29,207.0000,86.289
Chip JJ S&V ,02/26/2019,Sides 4313,ea,164.00,180.0,0,0,0,180.0,0,170.00,0.35,59.87,174.0000,59.874
Chip JJ Skinny ,02/26/2019,Sides 4313,ea,125.00,60.0,0,0,0,60.0,0,117.00,0.42,48.73,68.0000,48.7305
Cookie Oatmeal Raisin,02/26/2019,Sides 4313,ea,116.00,56.0,0,0,0,56.0,0,179.00,0.46,82.95,-7.0000,82.9486
Cookie JJ Triple Choc Chip,02/26/2019,Sides 4313,ea,25.00,280.0,0,0,0,280.0,0,197.00,0.56,111.03,108.0000,111.0292
CUP PLAS PRTN CLR 2 OZ  ,02/26/2019,Paper 4314,250 CT,0.00,0.0,0,0,0,0.0,0,0.00,6.93,0.00,0.0000,0.0
LID PLAS MED PRTN 2 OZ,02/26/2019,Paper 4314,125 CT,0.00,0.0,0,0,0,0.0,0,0.00,0.83,0.00,0.0000,0.0
Sysco Cup Foam Tall 12 oz,02/26/2019,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 14oz Trans Soft - Paper Cat,02/26/2019,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS PRTN (Translucent 2 Oz),02/26/2019,Paper 4314,200 CT,10.50,0.0,0,0,0,0.0,0,9.50,1.88,17.86,1.0000,17.86
CUP PLAS TRANS 12 OZ - Paper Cat,02/26/2019,Paper 4314,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Cup Plas Trans Soft 12 OZ,02/26/2019,Paper 4314,50 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins (Case 12),02/26/2019,Paper 4314,Pack 567,10.00,0.0,0,0,0,0.0,0,2.50,3.05,7.63,7.5000,7.625
Napkins - Case 24 / Pack 284,02/26/2019,Paper 4314,Pack 284,0.00,0.0,0,0,0,0.0,0,0.00,1.43,0.00,0.0000,0.0
LID PLAS CLR F/1.5-2.5 OZ PRTN,02/26/2019,Paper 4314,100 CT,20.50,0.0,0,0,0,0.0,0,18.00,0.85,15.21,2.5000,15.21
Cup 22oz JJ,02/26/2019,Paper 4314,ea,"1,340.00",0.0,0,0,0,0.0,0,634.00,0.04,23.97,706.0000,23.9652
Lid 22oz JJ,02/26/2019,Paper 4314,ea,"1,972.00",0.0,0,0,0,0.0,0,"1,586.00",0.01,17.13,386.0000,17.1288
Cup 30oz JJ,02/26/2019,Paper 4314,ea,740.00,750.0,0,0,0,750.0,0,544.00,0.06,34.22,946.0000,34.2176
Lid 30oz JJ,02/26/2019,Paper 4314,ea,669.00,0.0,0,0,0,0.0,0,"1,668.00",0.01,21.85,-999.0000,21.8508
Bags 8# JJ,02/26/2019,Paper 4314,Box 1000,0.50,1.0,0,0,0,1.0,0,0.85,29.90,25.42,0.6500,25.415
Wrap Sandwich,02/26/2019,Paper 4314,Box 1000,3.50,0.0,0,0,0,0.0,0,2.75,20.12,55.32,0.7500,55.3209
