item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units,Unnamed: 13
Tea Bag Brew Lipton,04/17/2018,Beverage 4316,ea,22.00,24.0,0,0,0,24.0,0,27.00,0.46,12.29,19.0000,12.285
Water (bottle),04/17/2018,Beverage 4316,bottle,32.00,72.0,0,0,0,72.0,0,81.00,0.28,22.62,23.0000,22.6152
Box - Mini Jimmy 12 CT Sandwich,04/17/2018,Catering 4320,each,34.00,0.0,0,0,0,0.0,0,34.00,0.91,30.78,0.0000,30.7768
Box - Mini Jimmy 24 CT Sandwich,04/17/2018,Catering 4320,each,32.00,0.0,0,0,0,0.0,0,32.00,1.59,51.02,0.0000,51.024
Box w/window - Jimmy 6 pk Cookie,04/17/2018,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,1.50,0.25,0.38,-1.5000,0.3797
Paper Bag - Mini Jimmy Sandwich,04/17/2018,Catering 4320,Case 500,0.40,0.0,0,0,0,0.0,0,0.50,15.95,7.98,-0.1000,7.975
Pickle Container - clear plastic w/lid & label,04/17/2018,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.19,0.00,0.0000,0.0
Plastic Knives,04/17/2018,Catering 4320,Box 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,04/17/2018,Catering 4320,ea,172.00,0.0,0,0,0,0.0,0,138.00,0.31,42.89,34.0000,42.8904
"Tray Cater Cmbo 12"" w / dome lid",04/17/2018,Catering 4320,each,36.00,0.0,0,0,0,0.0,0,33.00,0.92,30.41,3.0000,30.4095
"Tray Cater Cmbo 16"" w / dome lid",04/17/2018,Catering 4320,each,29.00,25.0,0,0,0,25.0,0,43.00,1.71,73.60,11.0000,73.5988
Party Tray Bags,04/17/2018,Catering 4320,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.79,0.00,0.0000,0.0
French Bread 32 ct,04/24/2018,Bread 4311,ea,611.00,800.0,0,0,0,800.0,0,489.00,0.44,215.31,922.0000,215.3067
Wheat,04/24/2018,Bread 4311,ea,47.00,48.0,0,0,0,48.0,0,50.00,1.45,72.35,45.0000,72.345
Buttermilk (0.5 gal),04/24/2018,Food 4312,0.5 gal,0.00,0.0,0,0,0,0.0,0,0.00,4.29,0.00,0.0000,0.0
Buttermilk (Quart),04/24/2018,Food 4312,Quart,0.00,0.0,0,0,0,0.0,0,0.00,1.60,0.00,0.0000,0.0
Equal Sugar Substitute,04/24/2018,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Kickin Ranch Dressing Mix,04/24/2018,Food 4312,Container 3.2oz,0.00,0.0,0,0,0,0.0,0,0.00,1.06,0.00,0.0000,0.0
Pepper Jalapeno Slices,04/24/2018,Food 4312,gal,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Ranch portioned  ,04/24/2018,Food 4312,Cup,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Ranch prepped ,04/24/2018,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
SPICE GARLIC SALT W/PARSLEY  ,04/24/2018,Food 4312,ea,0.00,0.0,0,0,0,0.0,0,0.00,6.93,0.00,0.0000,0.0
Avo Fresco,04/24/2018,Food 4312,Case,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Capicola,04/24/2018,Food 4312,lb,11.62,40.15,0,0,0,40.15,0,21.50,3.22,69.17,30.2700,69.1655
Salami,04/24/2018,Food 4312,lb,16.37,34.95,0,0,0,34.95,0,14.00,3.05,42.64,37.3200,42.644
Ham,04/24/2018,Food 4312,lb,85.28,87.15,0,0,0,87.15,0,64.75,2.07,134.03,107.6800,134.0325
Turkey,04/24/2018,Food 4312,lb,159.50,106.55,0,0,0,106.55,0,128.25,2.81,360.38,137.8000,360.3825
Beef,04/24/2018,Food 4312,lb,133.25,31.35,0,0,0,31.35,0,103.00,4.08,419.96,61.6000,419.9619
BACON - SLI APPLWD SMKD CKD,04/24/2018,Food 4312,ea,"1,050.00",600.0,0,0,0,600.0,0,932.00,0.25,234.49,718.0000,234.4912
Cheese,04/24/2018,Food 4312,lb,77.75,106.86,0,0,0,106.86,0,60.00,2.17,130.14,124.6100,130.14
Mayonnaise,04/24/2018,Food 4312,gal mayo,58.00,8.0,0,0,0,8.0,0,52.00,8.16,424.31,14.0000,424.3148
Oil,04/24/2018,Food 4312,gal oil,16.00,0.0,0,0,0,0.0,0,15.00,9.81,147.13,1.0000,147.1305
Vinegar,04/24/2018,Food 4312,gal vinegar,11.00,0.0,0,0,0,0.0,0,11.00,3.89,42.75,0.0000,42.7471
Avocado,04/24/2018,Food 4312,avo can,15.00,12.0,0,0,0,12.0,0,15.00,3.66,54.85,12.0000,54.8505
Peppers Cherry,04/24/2018,Food 4312,Gal Peppers,25.00,4.0,0,0,0,4.0,0,12.00,7.01,84.15,17.0000,84.1464
Mustard Dijon,04/24/2018,Food 4312,jar dijon,5.00,6.0,0,0,0,6.0,0,8.00,5.24,41.91,3.0000,41.908
MUSTARD WHL GRAIN ,04/24/2018,Food 4312,32 oz jar,8.00,0.0,0,0,0,0.0,0,7.00,5.84,40.87,1.0000,40.8688
Soy Sauce,04/24/2018,Food 4312,gal soy,0.80,0.0,0,0,0,0.0,0,0.60,9.34,5.60,0.2000,5.6041
Tuna Chunk - pouch,04/24/2018,Food 4312,Pouch tuna (48oz),10.00,6.0,0,0,0,6.0,0,10.00,8.76,87.58,6.0000,87.583
Pam Spray,04/24/2018,Food 4312,ea,4.50,0.0,0,0,0,0.0,0,4.00,2.76,11.04,0.5000,11.0352
Oregano,04/24/2018,Food 4312,cont oregano,0.50,3.0,0,0,0,3.0,0,3.50,23.81,83.34,0.0000,83.3399
Basil,04/24/2018,Food 4312,cont basil,0.50,6.0,0,0,0,6.0,0,6.50,5.68,36.94,0.0000,36.935
Sugar,04/24/2018,Food 4312,lb,35.00,0.0,0,0,0,0.0,0,20.00,0.65,12.95,15.0000,12.95
Mayo Packets,04/24/2018,Food 4312,Box 204,1.00,2.0,0,0,0,2.0,0,1.50,17.79,26.69,1.5000,26.685
Mustard Packets,04/24/2018,Food 4312,Box 500,1.25,0.0,0,0,0,0.0,0,1.50,5.88,8.82,-0.2500,8.82
Sweet n Low Packets,04/24/2018,Food 4312,Case  3000,0.00,0.0,0,0,0,0.0,0,0.00,18.45,0.00,0.0000,0.0
Pickles,04/24/2018,Sides 4313,ea,216.00,72.0,0,0,0,72.0,0,144.00,0.35,49.87,144.0000,49.8672
Chip JJ Reg ,04/24/2018,Sides 4313,ea,125.00,180.0,0,0,0,180.0,0,167.00,0.34,56.98,138.0000,56.9804
Chip JJ BBQ ,04/24/2018,Sides 4313,ea,130.00,240.0,0,0,0,240.0,0,90.00,0.34,30.71,280.0000,30.708000000000002
Chip JJ Jalapeno ,04/24/2018,Sides 4313,ea,132.00,180.0,0,0,0,180.0,0,95.00,0.34,32.41,217.0000,32.414
Chip JJ S&V ,04/24/2018,Sides 4313,ea,173.00,180.0,0,0,0,180.0,0,149.00,0.34,50.84,204.0000,50.8388
Chip JJ Skinny ,04/24/2018,Sides 4313,ea,223.00,60.0,0,0,0,60.0,0,128.00,0.40,51.46,155.0000,51.456
Cookie Oatmeal Raisin,04/24/2018,Sides 4313,ea,97.00,56.0,0,0,0,56.0,0,96.00,0.46,44.49,57.0000,44.4864
Cookie JJ Triple Choc Chip,04/24/2018,Sides 4313,ea,127.00,168.0,0,0,0,168.0,0,104.00,0.56,58.61,191.0000,58.614399999999996
CUP PLAS PRTN CLR 2 OZ  ,04/24/2018,Paper 4314,250 CT,0.00,0.0,0,0,0,0.0,0,0.00,6.93,0.00,0.0000,0.0
LID PLAS MED PRTN 2 OZ,04/24/2018,Paper 4314,125 CT,0.00,0.0,0,0,0,0.0,0,0.00,0.83,0.00,0.0000,0.0
Sysco Cup Foam Tall 12 oz,04/24/2018,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 14oz Trans Soft - Paper Cat,04/24/2018,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS PRTN (Translucent 2 Oz),04/24/2018,Paper 4314,200 CT,0.00,0.0,0,0,0,0.0,0,0.00,1.88,0.00,0.0000,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,04/24/2018,Paper 4314,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Cup Plas Trans Soft 12 OZ,04/24/2018,Paper 4314,50 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins,04/24/2018,Paper 4314,Pack 567,0.00,0.0,0,0,0,0.0,0,0.00,3.05,0.00,0.0000,0.0
Napkins - Case 24 / Pack 284,04/24/2018,Paper 4314,Pack 284,29.00,0.0,0,0,0,0.0,0,5.00,1.43,7.14,24.0000,7.1375
LID PLAS CLR F/1.5-2.5 OZ PRTN,04/24/2018,Paper 4314,100 CT,0.00,0.0,0,0,0,0.0,0,0.00,0.83,0.00,0.0000,0.0
Cup 22oz JJ,04/24/2018,Paper 4314,ea,745.00,0.0,0,0,0,0.0,0,100.00,0.04,3.66,645.0000,3.66
Lid 22oz JJ,04/24/2018,Paper 4314,ea,"1,047.00",0.0,0,0,0,0.0,0,"1,040.00",0.01,11.65,7.0000,11.648
Cup 30oz JJ,04/24/2018,Paper 4314,ea,822.00,0.0,0,0,0,0.0,0,524.00,0.06,31.91,298.0000,31.9116
Lid 30oz JJ,04/24/2018,Paper 4314,ea,973.00,0.0,0,0,0,0.0,0,753.00,0.02,14.31,220.0000,14.307
Bags 8# JJ,04/24/2018,Paper 4314,Box 1000,1.25,0.0,0,0,0,0.0,0,0.60,30.03,18.02,0.6500,18.018
Wrap Sandwich,04/24/2018,Paper 4314,Box 1000,0.00,3.0,0,0,0,3.0,0,2.00,18.58,37.17,1.0000,37.1666
8X10 Port Pap. (WRAP PAPER DRY WAX),04/24/2018,Paper 4314,Box 500,12.00,0.0,0,0,0,0.0,0,3.00,2.64,7.93,9.0000,7.9299
Straws,04/24/2018,Paper 4314,Box 300,16.00,0.0,0,0,0,0.0,0,14.00,1.64,22.90,2.0000,22.8984
Pan Liners,04/24/2018,Paper 4314,Box 1000,1.00,0.0,0,0,0,0.0,0,0.60,29.42,17.65,0.4000,17.6546
Mylar (Film PVC roll),04/24/2018,Paper 4314,roll 5280,1.25,0.0,0,0,0,0.0,0,1.10,49.44,54.39,0.1500,54.3871
Cucumber,04/24/2018,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,04/24/2018,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,04/24/2018,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,04/24/2018,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,04/24/2018,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,04/24/2018,Produce 4315,Head Let,79.00,120.0,0,0,0,120.0,0,37.00,0.75,27.75,162.0000,27.75
Tomatoes,04/24/2018,Produce 4315,lb,80.50,175.0,0,0,0,175.0,0,40.00,0.60,24.00,215.5000,24.0
Onions (Yellow Jumbo),04/24/2018,Produce 4315,lb,56.00,0.0,0,0,0,0.0,0,18.00,0.30,5.39,38.0000,5.3874
Sprouts,04/24/2018,Produce 4315,lb,0.25,4.0,0,0,0,4.0,0,0.90,5.98,5.38,3.3500,5.3775
Celery,04/24/2018,Produce 4315,stalk,5.00,6.0,0,0,0,6.0,0,4.50,0.94,4.22,6.5000,4.2224
Cucumbers,04/24/2018,Produce 4315,ea,22.00,0.0,0,0,0,0.0,0,8.00,0.64,5.15,14.0000,5.1512
Syrup Coke,04/24/2018,Beverage 4316,gal,7.00,0.0,0,0,0,0.0,0,4.50,15.37,69.17,2.5000,69.165
Syrup Diet Coke,04/24/2018,Beverage 4316,gal,6.50,0.0,0,0,0,0.0,0,4.50,15.37,69.16,2.0000,69.1605
Syrup Sprite,04/24/2018,Beverage 4316,gal,5.00,0.0,0,0,0,0.0,0,4.00,15.35,61.39,1.0000,61.3868
Syrup Lemonade Light,04/24/2018,Beverage 4316,gal,3.00,0.0,0,0,0,0.0,0,1.50,15.48,23.22,1.5000,23.2167
Syrup Mello Yellow,04/24/2018,Beverage 4316,gal,3.00,0.0,0,0,0,0.0,0,2.00,16.01,32.02,1.0000,32.0244
Syrup Dr. Pepper,04/24/2018,Beverage 4316,gal,2.00,5.0,0,0,0,5.0,0,3.00,15.07,45.21,4.0000,45.2097
Syrup Diet Dr Pepper,04/24/2018,Beverage 4316,gal,0.00,0.0,0,0,0,0.0,0,0.00,13.97,0.00,0.0000,0.0
Syrup Cherry Coke,04/24/2018,Beverage 4316,gal,1.50,5.0,0,0,0,5.0,0,4.00,15.37,61.46,2.5000,61.4644
Syrup Powerade,04/24/2018,Beverage 4316,gal,1.50,0.0,0,0,0,0.0,0,3.00,16.01,48.04,-1.5000,48.0444
Tea Bag Brew Lipton,04/24/2018,Beverage 4316,ea,27.00,0.0,0,0,0,0.0,0,13.00,0.46,5.92,14.0000,5.915
Water (bottle),04/24/2018,Beverage 4316,bottle,81.00,0.0,0,0,0,0.0,0,47.00,0.28,13.12,34.0000,13.1224
Box - Mini Jimmy 12 CT Sandwich,04/24/2018,Catering 4320,each,34.00,25.0,0,0,0,25.0,0,55.00,0.91,50.18,4.0000,50.1765
Box - Mini Jimmy 24 CT Sandwich,04/24/2018,Catering 4320,each,32.00,0.0,0,0,0,0.0,0,30.00,1.59,47.84,2.0000,47.835
Box w/window - Jimmy 6 pk Cookie,04/24/2018,Catering 4320,each,1.50,0.0,0,0,0,0.0,0,0.00,0.25,0.00,1.5000,0.0
Paper Bag - Mini Jimmy Sandwich,04/24/2018,Catering 4320,Case 500,0.50,0.0,0,0,0,0.0,0,1.00,15.95,15.95,-0.5000,15.95
Pickle Container - clear plastic w/lid & label,04/24/2018,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.19,0.00,0.0000,0.0
Plastic Knives,04/24/2018,Catering 4320,Box 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,04/24/2018,Catering 4320,ea,138.00,0.0,0,0,0,0.0,0,115.00,0.31,35.74,23.0000,35.742
"Tray Cater Cmbo 12"" w / dome lid",04/24/2018,Catering 4320,each,33.00,0.0,0,0,0,0.0,0,29.00,0.92,26.72,4.0000,26.7235
"Tray Cater Cmbo 16"" w / dome lid",04/24/2018,Catering 4320,each,43.00,0.0,0,0,0,0.0,0,41.00,1.71,70.18,2.0000,70.1756
Party Tray Bags,04/24/2018,Catering 4320,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.79,0.00,0.0000,0.0
French Bread 32 ct,05/01/2018,Bread 4311,ea,489.00,896.0,0,0,0,896.0,0,483.00,0.44,212.66,902.0000,212.6649
Wheat,05/01/2018,Bread 4311,ea,50.00,48.0,0,0,0,48.0,0,54.00,1.45,78.13,44.0000,78.1326
Buttermilk (0.5 gal),05/01/2018,Food 4312,0.5 gal,0.00,0.0,0,0,0,0.0,0,0.00,4.29,0.00,0.0000,0.0
Buttermilk (Quart),05/01/2018,Food 4312,Quart,0.00,0.0,0,0,0,0.0,0,0.00,1.60,0.00,0.0000,0.0
Equal Sugar Substitute,05/01/2018,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Kickin Ranch Dressing Mix,05/01/2018,Food 4312,Container 3.2oz,0.00,0.0,0,0,0,0.0,0,0.00,1.06,0.00,0.0000,0.0
Pepper Jalapeno Slices,05/01/2018,Food 4312,gal,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Ranch portioned  ,05/01/2018,Food 4312,Cup,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Ranch prepped ,05/01/2018,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
SPICE GARLIC SALT W/PARSLEY  ,05/01/2018,Food 4312,ea,0.00,0.0,0,0,0,0.0,0,0.00,6.93,0.00,0.0000,0.0
Avo Fresco,05/01/2018,Food 4312,Case,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Capicola,05/01/2018,Food 4312,lb,21.50,37.45,0,0,0,37.45,0,25.50,3.22,82.03,33.4500,82.0335
Salami,05/01/2018,Food 4312,lb,14.00,35.3,0,0,0,35.3,0,19.50,3.05,59.40,29.8000,59.397
Ham,05/01/2018,Food 4312,lb,64.75,89.05,0,0,0,89.05,0,51.25,2.07,106.09,102.5500,106.08750000000002
Turkey,05/01/2018,Food 4312,lb,128.25,171.05,0,0,0,171.05,0,131.25,2.81,368.81,168.0500,368.8125
Beef,05/01/2018,Food 4312,lb,103.00,31.05,0,0,0,31.05,0,70.00,4.07,285.07,64.0500,285.068
BACON - SLI APPLWD SMKD CKD,05/01/2018,Food 4312,ea,932.00,600.0,0,0,0,600.0,0,630.00,0.25,158.51,902.0000,158.50799999999998
Cheese,05/01/2018,Food 4312,lb,60.00,105.45,0,0,0,105.45,0,52.00,2.17,112.79,113.4500,112.788
Mayonnaise,05/01/2018,Food 4312,gal mayo,52.00,12.0,0,0,0,12.0,0,54.00,8.16,440.63,10.0000,440.63460000000003
Oil,05/01/2018,Food 4312,gal oil,15.00,0.0,0,0,0,0.0,0,14.50,9.81,142.23,0.5000,142.2262
Vinegar,05/01/2018,Food 4312,gal vinegar,11.00,0.0,0,0,0,0.0,0,9.60,3.89,37.31,1.4000,37.3066
Avocado,05/01/2018,Food 4312,avo can,15.00,12.0,0,0,0,12.0,0,15.00,3.66,54.85,12.0000,54.8505
Peppers Cherry,05/01/2018,Food 4312,Gal Peppers,12.00,4.0,0,0,0,4.0,0,15.00,7.01,105.18,1.0000,105.1845
Mustard Dijon,05/01/2018,Food 4312,jar dijon,8.00,0.0,0,0,0,0.0,0,7.00,5.24,36.67,1.0000,36.6695
MUSTARD WHL GRAIN ,05/01/2018,Food 4312,32 oz jar,7.00,0.0,0,0,0,0.0,0,5.00,5.84,29.19,2.0000,29.192
Soy Sauce,05/01/2018,Food 4312,gal soy,0.60,4.0,0,0,0,4.0,0,4.40,9.32,41.03,0.2000,41.0269
Tuna Chunk - pouch,05/01/2018,Food 4312,Pouch tuna (48oz),10.00,6.0,0,0,0,6.0,0,10.00,8.76,87.58,6.0000,87.583
Pam Spray,05/01/2018,Food 4312,ea,4.00,0.0,0,0,0,0.0,0,4.00,2.76,11.04,0.0000,11.0352
Oregano,05/01/2018,Food 4312,cont oregano,3.50,0.0,0,0,0,0.0,0,3.10,23.81,73.82,0.4000,73.8153
Basil,05/01/2018,Food 4312,cont basil,6.50,0.0,0,0,0,0.0,0,6.10,5.68,34.66,0.4000,34.662
Sugar,05/01/2018,Food 4312,lb,20.00,25.0,0,0,0,25.0,0,25.00,0.65,16.15,20.0000,16.145
Mayo Packets,05/01/2018,Food 4312,Box 204,1.50,1.0,0,0,0,1.0,0,1.25,17.79,22.24,1.2500,22.237499999999997
Mustard Packets,05/01/2018,Food 4312,Box 500,1.50,0.0,0,0,0,0.0,0,0.50,5.88,2.94,1.0000,2.94
Sweet n Low Packets,05/01/2018,Food 4312,Case  3000,0.00,0.0,0,0,0,0.0,0,0.00,18.45,0.00,0.0000,0.0
Pickles,05/01/2018,Sides 4313,ea,144.00,144.0,0,0,0,144.0,0,159.00,0.35,55.06,129.0000,55.0617
Chip JJ Reg ,05/01/2018,Sides 4313,ea,167.00,180.0,0,0,0,180.0,0,185.00,0.34,63.12,162.0000,63.122
Chip JJ BBQ ,05/01/2018,Sides 4313,ea,90.00,360.0,0,0,0,360.0,0,190.00,0.34,64.83,260.0000,64.828
Chip JJ Jalapeno ,05/01/2018,Sides 4313,ea,95.00,240.0,0,0,0,240.0,0,125.00,0.34,42.65,210.0000,42.65
Chip JJ S&V ,05/01/2018,Sides 4313,ea,149.00,180.0,0,0,0,180.0,0,157.00,0.34,53.57,172.0000,53.568400000000004
Chip JJ Skinny ,05/01/2018,Sides 4313,ea,128.00,60.0,0,0,0,60.0,0,116.00,0.40,46.63,72.0000,46.632
Cookie Oatmeal Raisin,05/01/2018,Sides 4313,ea,96.00,56.0,0,0,0,56.0,0,109.00,0.46,50.51,43.0000,50.5106
Cookie JJ Triple Choc Chip,05/01/2018,Sides 4313,ea,104.00,224.0,0,0,0,224.0,0,178.00,0.56,100.32,150.0000,100.32079999999999
CUP PLAS PRTN CLR 2 OZ  ,05/01/2018,Paper 4314,250 CT,0.00,0.0,0,0,0,0.0,0,0.00,6.93,0.00,0.0000,0.0
LID PLAS MED PRTN 2 OZ,05/01/2018,Paper 4314,125 CT,0.00,0.0,0,0,0,0.0,0,0.00,0.83,0.00,0.0000,0.0
Sysco Cup Foam Tall 12 oz,05/01/2018,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 14oz Trans Soft - Paper Cat,05/01/2018,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS PRTN (Translucent 2 Oz),05/01/2018,Paper 4314,200 CT,0.00,0.0,0,0,0,0.0,0,0.00,1.88,0.00,0.0000,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,05/01/2018,Paper 4314,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Cup Plas Trans Soft 12 OZ,05/01/2018,Paper 4314,50 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins,05/01/2018,Paper 4314,Pack 567,0.00,0.0,0,0,0,0.0,0,0.00,3.05,0.00,0.0000,0.0
Napkins - Case 24 / Pack 284,05/01/2018,Paper 4314,Pack 284,5.00,24.0,0,0,0,24.0,0,17.00,1.50,25.50,12.0000,25.5
LID PLAS CLR F/1.5-2.5 OZ PRTN,05/01/2018,Paper 4314,100 CT,0.00,0.0,0,0,0,0.0,0,0.00,0.83,0.00,0.0000,0.0
Cup 22oz JJ,05/01/2018,Paper 4314,ea,100.00,1000.0,0,0,0,1000.0,0,669.00,0.04,24.49,431.0000,24.485400000000002
Lid 22oz JJ,05/01/2018,Paper 4314,ea,"1,040.00",0.0,0,0,0,0.0,0,100.00,0.01,1.12,940.0000,1.12
Cup 30oz JJ,05/01/2018,Paper 4314,ea,524.00,0.0,0,0,0,0.0,0,226.00,0.06,13.76,298.0000,13.7634
Lid 30oz JJ,05/01/2018,Paper 4314,ea,753.00,0.0,0,0,0,0.0,0,495.00,0.02,9.41,258.0000,9.405
Bags 8# JJ,05/01/2018,Paper 4314,Box 1000,0.60,1.0,0,0,0,1.0,0,1.00,30.03,30.03,0.6000,30.03
Wrap Sandwich,05/01/2018,Paper 4314,Box 1000,2.00,3.0,0,0,0,3.0,0,2.50,18.58,46.46,2.5000,46.4583
8X10 Port Pap. (WRAP PAPER DRY WAX),05/01/2018,Paper 4314,Box 500,3.00,12.0,0,0,0,12.0,0,7.00,2.64,18.50,8.0000,18.5031
Straws,05/01/2018,Paper 4314,Box 300,14.00,0.0,0,0,0,0.0,0,11.00,1.64,17.99,3.0000,17.9916
Straws_new (Box 300),05/01/2018,Paper 4314,Box 300,0,0.0,0,0,0,0.0,0,0.00,1.46,0.00,0,0.0
Pan Liners,05/01/2018,Paper 4314,Box 1000,0.60,0.0,0,0,0,0.0,0,0.95,29.42,27.95,-0.3500,27.9532
Mylar (Film PVC roll),05/01/2018,Paper 4314,roll 5280,1.10,0.0,0,0,0,0.0,0,0.90,49.44,44.50,0.2000,44.4985
Cucumber,05/01/2018,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,05/01/2018,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,05/01/2018,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,05/01/2018,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,05/01/2018,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,05/01/2018,Produce 4315,Head Let,37.00,240.0,0,0,0,240.0,0,111.00,0.88,97.99,166.0000,97.9908
Tomatoes,05/01/2018,Produce 4315,lb,40.00,275.0,0,0,0,275.0,0,145.00,0.60,87.00,170.0000,87.0
Onions (Yellow Jumbo),05/01/2018,Produce 4315,lb,18.00,0.0,0,0,0,0.0,0,48.00,0.30,14.37,-30.0000,14.3664
Sproutss,05/01/2018,Produce 4315,lb,0.90,4.0,0,0,0,4.0,0,1.10,5.97,6.57,3.8000,6.5725
Celery,05/01/2018,Produce 4315,stalk,4.50,12.0,0,0,0,12.0,0,11.00,0.75,8.25,5.5000,8.25
Cucumbers,05/01/2018,Produce 4315,ea,8.00,25.0,0,0,0,25.0,0,12.00,0.72,8.64,21.0000,8.64
Syrup Coke,05/01/2018,Beverage 4316,gal,4.50,0.0,0,0,0,0.0,0,3.50,15.37,53.80,1.0000,53.795
Syrup Diet Coke,05/01/2018,Beverage 4316,gal,4.50,0.0,0,0,0,0.0,0,2.50,15.37,38.42,2.0000,38.4225
Syrup Sprite,05/01/2018,Beverage 4316,gal,4.00,0.0,0,0,0,0.0,0,5.00,15.35,76.73,-1.0000,76.7335
Syrup Lemonade Light,05/01/2018,Beverage 4316,gal,1.50,0.0,0,0,0,0.0,0,2.50,15.48,38.69,-1.0000,38.6945
Syrup Mello Yellow,05/01/2018,Beverage 4316,gal,2.00,2.5,0,0,0,2.5,0,1.30,16.02,20.82,3.2000,20.821599999999997
Syrup Dr. Pepper,05/01/2018,Beverage 4316,gal,3.00,5.0,0,0,0,5.0,0,4.50,15.07,67.82,3.5000,67.815
Syrup Diet Dr Pepper,05/01/2018,Beverage 4316,gal,0.00,0.0,0,0,0,0.0,0,0.00,13.97,0.00,0.0000,0.0
Syrup Cherry Coke,05/01/2018,Beverage 4316,gal,4.00,5.0,0,0,0,5.0,0,6.00,13.56,81.35,3.0000,81.3486
Syrup Powerade,05/01/2018,Beverage 4316,gal,3.00,0.0,0,0,0,0.0,0,1.25,16.01,20.02,1.7500,20.018500000000003
Tea Bag Brew Lipton,05/01/2018,Beverage 4316,ea,13.00,24.0,0,0,0,24.0,0,22.00,0.78,17.09,15.0000,17.0918
Water (bottle),05/01/2018,Beverage 4316,bottle,47.00,24.0,0,0,0,24.0,0,39.00,0.28,10.89,32.0000,10.8888
Box - Mini Jimmy 12 CT Sandwich,05/01/2018,Catering 4320,each,55.00,0.0,0,0,0,0.0,0,51.00,0.91,46.53,4.0000,46.5273
Box - Mini Jimmy 24 CT Sandwich,05/01/2018,Catering 4320,each,30.00,0.0,0,0,0,0.0,0,28.00,1.59,44.65,2.0000,44.646
Box w/window - Jimmy 6 pk Cookie,05/01/2018,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.25,0.00,0.0000,0.0
Paper Bag - Mini Jimmy Sandwich,05/01/2018,Catering 4320,Case 500,1.00,0.0,0,0,0,0.0,0,0.55,15.95,8.77,0.4500,8.7725
Pickle Container - clear plastic w/lid & label,05/01/2018,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.19,0.00,0.0000,0.0
Plastic Knives,05/01/2018,Catering 4320,Box 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,05/01/2018,Catering 4320,ea,115.00,0.0,0,0,0,0.0,0,98.00,0.31,30.46,17.0000,30.4584
